text_summary,label_id
"Description: A Pulumi provider for Harness. Primary language: Go. large codebase. 6 stars (low visibility). 3 forks (very few). 14 contributors (large team). 92 commits in last 90 days (~30.67/month, high activity). updated today. 3.7 years old (mature repository). 248 merged pull requests. 73 releases published. 4 open issues (active issue tracking). Has CI/CD workflows configured. basic README (1043 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0133. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, wiki enabled, open-source license, no topics declared, mature and currently active.",2
"Description: 基于 GenericAgent 的 开源本地 Agent 工作台：桌上跑着一支 Agent 队伍。出门后，手机里的 Supervisor Agent 替你接管。. Primary language: Python. large codebase. 22 stars (moderate visibility). 4 forks (very few). solo project (1 contributor). 337 commits in last 90 days (~112.33/month, high activity). updated today. 20 days old (very recent). No merged pull requests recorded. 3 releases published. 1 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (7621 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 2.4762. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, a few releases published, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",4
"Description: Rive React Native - v2 built with Nitro. Primary language: TypeScript. large codebase. 141 stars (good visibility). 9 forks (modest community interest). 7 contributors (medium team). 54 commits in last 90 days (~18.0/month, moderate activity). updated today. 1.0 years old (mature repository). 175 merged pull requests. 30 releases published. 31 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (12313 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.7853. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, no topics declared, mature and currently active.",2
"Description: Canyon is a JavaScript code coverage solution.. Primary language: TypeScript. Topics: coverage, e2e, coverage-report, playwright, unused-code, ci-cd, testing, self-hosted, javascript, js. large codebase. 172 stars (good visibility). 28 forks (modest community interest). 4 contributors (medium team). 217 commits in last 90 days (~72.33/month, high activity). updated today. 4.1 years old (mature repository). 30 merged pull requests. 15 releases published. 3 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (6351 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.2703. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, regular release cadence, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",4
"large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 10 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, no topics declared, young and actively developed.",1
"Description: Feature-rich single-binary file server for red teamers and developers.  HTTP/S · WebDAV · SFTP · SMB · LDAP/S · NTLM hash capture · DNS/SMTP callbacks ·  TLS · Auth · Share links. A powerful python3 -m http.server replacement.. Primary language: Go. Topics: golang, http-server, https-server, ctf, devtools, file-transfer, smb, capture-the-flag, dns-server, file-server, kali-linux, ntlm, offensive-security, penetration-testing, red-teaming, security-tools, sftp, smtp-server, webdav, ldap. medium-sized codebase. 877 stars (good visibility). 49 forks (modest community interest). 8 contributors (medium team). 206 commits in last 90 days (~68.67/month, high activity). updated today. 5.7 years old (mature repository). 86 merged pull requests. 62 releases published. no open issues. Has CI/CD workflows configured. detailed README (6865 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.8973. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",2
"Description: GitOps bare metal provisioning with Metal3/Ironic on Oracle Cloud Infrastructure. Primary language: Shell. small codebase. no stars. no forks. solo project (1 contributor). 139 commits in last 90 days (~46.33/month, high activity). updated today. 171 days old (recent). No merged pull requests recorded. No formal releases. 1 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (7485 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, no topics declared, young and actively developed.",1
"Description: Path Of Exile 2 Levelling Overlay. Primary language: TypeScript. large codebase. 32 stars (moderate visibility). no forks. solo project (1 contributor). 36 commits in last 90 days (~12.0/month, moderate activity). updated today. 1.2 years old (mature repository). 13 merged pull requests. 17 releases published. 3 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (2433 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.152. Combined engineering signals: solo developer, automated CI/CD pipeline, some PR review activity, regular release cadence, wiki enabled, GitHub Pages site published, open-source license, no topics declared, mature and currently active.",4
"Description: A Graphical Interface for Distrobox. Primary language: Rust. Topics: containers, distrobox, flatpak, gtk, gtk4, libadwaita, linux, podman, rust. medium-sized codebase. 521 stars (good visibility). 37 forks (modest community interest). 25 contributors (large team). 5 commits in last 90 days (~1.67/month, very low activity). updated today. 2.5 years old (mature repository). 49 merged pull requests. 45 releases published. 1 open issues (issue tracker rarely used). Has CI/CD workflows configured. basic README (1916 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.2386. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, some PR review activity, regular release cadence, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",4
"Primary language: HTML. very large codebase. no stars. no forks. solo project (1 contributor). 140 commits in last 90 days (~46.67/month, high activity). updated today. 16 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",1
"Primary language: JavaScript. medium-sized codebase. no stars. no forks. solo project (1 contributor). 214 commits in last 90 days (~71.33/month, high activity). updated today. 23 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, young and actively developed.",1
"Description: Simple ClickHouse UI that relies on system tables to help monitor and provide overview of your cluster. Primary language: TypeScript. Topics: clickhouse, monitoring, nextjs, vercel, duyet. large codebase. 228 stars (good visibility). 37 forks (modest community interest). 10 contributors (medium team). 804 commits in last 90 days (~268.0/month, high activity). updated today. 2.5 years old (mature repository). 289 merged pull requests. 27 releases published. 1 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (7718 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.5736. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",4
"Description: An open source, cloud-native security to protect everything from build to runtime. Primary language: Go. Topics: cloud-native, compliance, opensource, policy-as-code, security, security-as-code, declarative, policy, kubernetes. large codebase. 433 stars (good visibility). 35 forks (modest community interest). 49 contributors (large team). 453 commits in last 90 days (~151.0/month, high activity). updated today. 3.7 years old (mature repository). 283 merged pull requests. 386 releases published. 120 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (19209 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.6959. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Build compute kernels and load them from the Hub.. Primary language: Python. medium-sized codebase. 662 stars (good visibility). 96 forks (notable community interest). 32 contributors (large team). 192 commits in last 90 days (~64.0/month, high activity). updated today. 1.5 years old (mature repository). 266 merged pull requests. 39 releases published. 32 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (2883 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 2.7817. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, open-source license, no topics declared, mature and currently active.",2
"Description: Free LLM API keys for GPT-5.5, Claude, DeepSeek, Gemini, Grok — copy, paste, use. Updated 3-5x daily. No credit card needed.. Primary language: Python. Topics: ai, api-key, api-keys, chatgpt, claude, deepseek, free, free-api, free-gpt, gemini, gpt, gpt4, large-language-models, llm, openai, free-api-key, free-llm, grok, llm-api, api. medium-sized codebase. 1097 stars (high visibility). 112 forks (notable community interest). 2 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 66 days old (recent). No merged pull requests recorded. No formal releases. 1 open issues (active issue tracking). No CI/CD workflows detected. detailed README (118622 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 36.0896. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, well-tagged with topics, young and actively developed.",1
"Description: True Object-Oriented Java Web Framework without NULLs, Static Methods, Annotations, and Mutable Objects. Primary language: Java. Topics: java, web-framework, xml-xslt, http, http-server, oop, java-framework. large codebase. 875 stars (good visibility). 215 forks (notable community interest). 88 contributors (large team). 192 commits in last 90 days (~64.0/month, high activity). updated today. 11.4 years old (mature repository). 254 merged pull requests. 158 releases published. 96 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (41708 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.5242. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Measure energy consumption and carbon emissions of software - Timelines, git-integration, Comparions, Dashboards and Optimizations included. Primary language: Python. Topics: carbon-footprint, climate-change, co2-emissions, green-computing, green-software, metrics, power-consumption, sustainability, sustainable-software, green-coding, carbon-emissions, co2-footprint, co2-measurement, power-consumption-measurement, carbon-measurement, energy-consumption-analysis. large codebase. 250 stars (good visibility). 44 forks (modest community interest). 12 contributors (large team). 163 commits in last 90 days (~54.33/month, high activity). updated today. 4.3 years old (mature repository). 252 merged pull requests. 44 releases published. 72 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (5865 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.3786. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",2
"Description: RSSフィードの追加依頼はSite.jsonにPRしてください。必要と判断した場合に実装します. very large codebase. no stars. no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 216 days old (established). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (204204 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, no topics declared, mature and currently active.",4
"Description: Crypto trading bot — backtesting, paper trading, live trading with risk management. Primary language: Go. large codebase. 298 stars (good visibility). 87 forks (notable community interest). 2 contributors (small team). 855 commits in last 90 days (~285.0/month, high activity). updated today. 108 days old (recent). 294 merged pull requests. 107 releases published. 6 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (30451 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 7.0642. Combined engineering signals: very small team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, open-source license, no topics declared, young and actively developed.",4
"Description: Free your association management! Open source association management software. Primary language: PHP. Topics: assocation, gestion-adherents, members-management, non-profit-organizations, hacktoberfest. very large codebase. 69 stars (moderate visibility). 36 forks (modest community interest). 138 contributors (large team). 167 commits in last 90 days (~55.67/month, high activity). updated today. 13.4 years old (mature repository). 270 merged pull requests. No formal releases. 10 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (3740 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.043. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, no formal releases, extensive documentation, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Mi página de prueba. small codebase. no stars. no forks. 2 contributors (small team). 181 commits in last 90 days (~60.33/month, high activity). updated today. 278 days old (established). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. minimal README (252 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0. Combined engineering signals: very small team, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, wiki enabled, GitHub Pages site published, no topics declared, mature and currently active.",1
"Description: Gluten is a middle layer responsible for offloading JVM-based SQL engines' execution to native engines.. Primary language: Scala. Topics: clickhouse, simd, spark-sql, vectorization, velox, arrow. very large codebase. 1565 stars (high visibility). 613 forks (widely reused project). 192 contributors (large team). 257 commits in last 90 days (~85.67/month, high activity). updated today. 4.5 years old (mature repository). 232 merged pull requests. 25 releases published. 907 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (10013 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 2.6642. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Discord Bot: Type and Delete Messages. Primary language: Python. medium-sized codebase. 9 stars (low visibility). 8 forks (modest community interest). solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 3.3 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (1460 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0278. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, no topics declared, mature and currently active.",1
"Primary language: Hack. medium-sized codebase. 6 stars (low visibility). no forks. solo project (1 contributor). 21 commits in last 90 days (~7.0/month, moderate activity). updated today. 2.1 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (4207 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0156. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, no topics declared, mature and currently active.",1
"Description: Home automation bridge for Geberit AquaClean toilets: BLE connectivity (direct or ESPHome proxy), MQTT, REST API, web UI, and native Home Assistant integration via HACS. Primary language: Python. medium-sized codebase. 32 stars (moderate visibility). 4 forks (very few). 3 contributors (small team). 448 commits in last 90 days (~149.33/month, high activity). updated today. 1.4 years old (mature repository). 1 merged pull requests. 124 releases published. 4 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (11869 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1366. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, no topics declared, mature and currently active.",4
"Description: AI 페어 프로그래밍을 위한 하이퍼-워터폴 방법론 하네스. Primary language: JavaScript. medium-sized codebase. 28 stars (moderate visibility). 4 forks (very few). solo project (1 contributor). 376 commits in last 90 days (~125.33/month, high activity). updated today. 27 days old (very recent). 42 merged pull requests. 2 releases published. no open issues. No CI/CD workflows detected. detailed README (50605 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 2.2857. Combined engineering signals: solo developer, no automated CI/CD, some PR review activity, a few releases published, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",1
"Description: The Dart implementation of atSDK used for implementing Atsign's technology into other software. Primary language: Dart. Topics: sdk, client, mobile, dart, flutter, hacktoberfest, atsign. large codebase. 1439 stars (high visibility). 31 forks (modest community interest). 56 contributors (large team). 390 commits in last 90 days (~130.0/month, high activity). updated today. 5.6 years old (mature repository). 281 merged pull requests. 22 releases published. 204 open issues (heavy issue activity). Has CI/CD workflows configured. detailed README (6182 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 1.4419. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",2
"Description: Gravatar Android library. Primary language: Kotlin. Topics: gravatar. very large codebase. 118 stars (good visibility). 62 forks (notable community interest). 16 contributors (large team). 22 commits in last 90 days (~7.33/month, moderate activity). updated today. 2.4 years old (mature repository). 282 merged pull requests. 25 releases published. no open issues. Has CI/CD workflows configured. detailed README (4469 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.4171. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, extensive documentation, GitHub Pages site published, open-source license, mature and currently active.",2
"Description: System installer for Fedora, RHEL and other distributions. Primary language: Python. Topics: system, installation, python3, fedora, rhel, graphical-user-interface, text-user-interface, automated-installation, centos. very large codebase. 623 stars (good visibility). 389 forks (notable community interest). 170 contributors (large team). 108 commits in last 90 days (~36.0/month, high activity). updated today. 11.3 years old (mature repository). 236 merged pull requests. 372 releases published. 65 open issues (active issue tracking). Has CI/CD workflows configured. basic README (1682 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.4897. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, GitHub Pages site published, open-source license, well-tagged with topics, mature and currently active.",2
"Description: 本仓库提供免费Clash服务器订阅。可用于 Clash Meta 客户端 或其他基于 Clash Meta/SSR/V2ray等内核的代理工具进行访问谷歌、推特、facebook等海外平台的网络调试。请勿用于非法用途！. Primary language: HTML. large codebase. 36 stars (moderate visibility). 7 forks (modest community interest). solo project (1 contributor). 13 commits in last 90 days (~4.33/month, low activity). updated today. 1.4 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (11186 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.169. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, GitHub Pages site published, no topics declared, mature and currently active.",3
